,id,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
2403,3663,0,0,1,8,1,0
2404,3666,1,0,1,0,0,0
2405,3667,,0,1,1,0,0
2406,3668,0,0,1,4,0,0
2407,3669,1,0,0,12,1,1
2408,3671,0,0,0,,0,0
2410,3674,1,0,1,0,1,0
2411,3675,0,0,1,9,1,1
2412,3676,0,1,1,1,1,0
2413,3678,0,0,0,1,1,0
2414,3679,1,1,0,0,0,1
2415,3681,1,1,1,8,1,0
2417,3685,0,0,1,1,0,1
2418,3687,0,1,1,,1,1
2420,3692,0,0,1,8,1,1
2421,3693,0,2,1,0,0,0
2422,3696,0,2,1,1,1,0
2423,3697,0,1,0,0,0,0
2424,3698,0,1,0,0,1,0
2425,3699,0,0,0,1,1,0
2428,3702,0,1,0,5,1,1
2429,3703,0,1,0,0,0,0
2431,3705,0,1,0,2,0,0
2433,3709,1,0,1,0,1,0
2434,3710,0,2,1,1,1,1
2435,3711,0,0,0,0,1,1
2436,3712,0,1,1,2,1,0
2437,3713,0,0,1,,1,1
2438,3714,0,1,0,1,0,0
2439,3716,0,1,1,4,1,0
2441,3720,0,1,0,,1,1
2442,3721,1,1,0,1,1,0
2443,3722,0,2,1,,0,1
2445,3725,0,2,1,4,1,1
2451,3736,0,0,0,,1,0
2452,3737,1,0,0,0,1,0
2453,3738,0,0,0,14,1,0
2454,3739,0,1,0,1,0,0
2455,3740,1,2,1,2,1,0
2456,3741,0,0,1,15,1,0
2457,3742,0,0,1,6,1,1
2459,3744,0,1,1,1,0,0
2460,3745,0,0,0,2,1,1
2461,3747,0,0,0,1,0,0
2462,3749,0,0,1,1,1,1
2463,3751,0,0,1,18,0,1
2465,3757,0,0,0,,1,1
2466,3758,0,1,1,3,0,0
2467,3759,1,0,1,14,1,0
2470,3765,0,0,0,,1,1
2471,3766,0,2,0,0,0,1
2472,3767,0,0,0,,1,1
2474,3769,,1,0,0,0,0
2476,3772,0,2,0,3,1,1
2478,3774,0,1,0,,0,0
2479,3776,1,0,0,,0,0
2480,3778,0,0,0,1,0,1
2481,3779,0,0,1,1,0,0
2482,3780,0,2,0,2,0,0
2485,3783,0,0,0,0,1,0
2486,3785,0,2,0,1,0,0
2488,3788,0,0,0,,1,0
2489,3789,0,0,0,,1,0
2490,3790,0,0,0,1,1,0
2491,3792,0,1,0,6,1,0
2492,3793,0,0,0,1,1,1
2495,3799,0,0,1,0,0,0
2496,3800,0,0,1,8,1,1
2497,3801,0,1,0,0,0,0
2499,3804,0,0,1,1,0,0
2500,3805,0,0,0,0,1,1
2501,3807,1,0,0,1,0,1
2502,3809,0,0,0,9,0,1
2503,3811,0,1,1,2,1,1
2508,3818,0,2,1,1,0,0
2510,3821,1,1,1,,1,0
2511,3824,0,0,1,2,0,1
2513,3828,0,0,0,8,1,1
2514,3830,1,0,1,0,0,0
2515,3831,0,2,0,0,1,1
2517,3835,1,1,0,0,0,0
2518,3836,0,1,0,0,1,0
2519,3838,0,1,1,1,0,0
2522,3841,0,1,0,1,1,0
2525,3847,0,2,1,2,1,1
2526,3848,0,0,1,,1,1
2528,3854,0,2,1,1,1,1
2529,3855,0,1,0,3,0,0
2530,3856,1,0,1,7,1,0
2534,3860,0,1,0,0,0,0
2535,3862,0,0,0,0,0,0
2536,3863,0,0,0,0,0,0
2537,3864,,1,0,0,0,0
2539,3867,0,1,1,22,0,0
2540,3869,0,0,1,0,0,0
2542,3872,0,2,0,1,1,0
2543,3879,0,0,0,0,0,0
2545,3881,0,0,1,10,1,1
2546,3882,0,2,0,0,1,0
2547,3884,1,1,0,0,1,1
2548,3885,0,1,0,2,0,1
2549,3888,,1,1,5,1,0
2553,3897,0,0,0,,1,1
2554,3898,0,1,0,2,1,0
2555,3899,0,0,1,11,1,1
2556,3902,0,0,0,5,0,0
2557,3903,,0,1,1,1,1
2558,3904,1,1,1,0,0,0
2559,3906,0,0,1,13,1,1
2561,3909,0,0,0,13,1,1
2562,3910,0,0,1,5,0,1
2564,3912,0,0,0,4,0,0
2565,3917,0,2,1,0,1,0
2566,3918,0,0,1,8,1,1
2570,3925,0,2,1,0,1,1
2572,3930,0,1,0,2,0,0
2574,3934,0,1,1,7,1,0
2575,3935,1,2,1,0,1,0
2577,3938,0,0,0,3,1,0
2578,3939,0,0,1,3,1,1
2579,3941,0,0,0,0,0,0
2580,3942,0,0,1,,1,1
2584,3948,0,2,1,1,1,0
2585,3950,0,0,0,3,1,1
2586,3952,0,0,0,0,0,0
2588,3958,0,0,0,0,1,0
2591,3963,0,1,0,,1,0
2592,3965,0,1,0,0,0,0
2593,3966,0,1,1,14,1,1
2594,3969,0,2,1,1,1,1
2595,3972,0,0,0,6,0,0
2596,3973,,1,0,2,1,1
2597,3974,0,0,1,7,1,0
2598,3975,0,0,0,1,0,0
2599,3976,,1,1,7,1,1
2600,3977,0,1,0,0,0,0
2601,3978,1,2,0,1,1,0
2602,3979,,0,0,0,0,0
2603,3980,0,0,1,0,0,1
2604,3981,0,0,1,4,0,1
2605,3982,,0,1,0,1,0
2606,3984,0,0,0,,0,0
2608,3987,0,0,0,2,1,1
2609,3988,1,0,1,,0,1
2611,3990,0,0,1,10,0,1
2616,3995,0,2,1,1,1,1
2618,3998,0,1,1,2,1,1
2619,3999,0,0,1,,1,0
2620,4000,0,0,1,,0,1
2622,4002,0,0,1,0,0,0
2623,4003,0,0,0,0,0,0
2624,4004,1,0,1,1,1,0
2625,4005,0,0,0,4,0,0
2626,4006,0,1,0,1,1,0
2627,4007,0,2,1,3,0,1
2629,4011,0,0,0,0,1,0
2630,4012,0,2,1,1,1,0
2631,4013,0,0,0,7,0,1
2632,4014,0,0,1,11,1,1
2633,4016,0,0,0,4,1,0
2634,4018,0,1,1,0,0,0
2636,4021,0,0,1,1,1,0
2637,4022,1,2,0,2,1,0
2638,4023,1,0,0,0,0,0
2639,4024,1,0,1,2,1,1
2641,4028,1,0,1,0,0,0
2643,4031,0,1,1,0,0,0
2644,4032,,0,0,2,0,0
2645,4033,0,0,1,0,1,0
2646,4035,0,0,1,1,1,0
2648,4037,0,2,0,3,0,1
2649,4038,,1,0,19,1,1
2651,4041,0,0,1,1,1,0
2652,4045,,1,0,1,1,1
2653,4047,1,2,1,1,0,0
2654,4048,0,0,0,,1,1
2655,4049,0,2,0,4,1,1
2656,4052,0,0,1,6,1,0
2657,4054,0,2,1,,1,0
2658,4058,0,1,0,1,0,0
2660,4060,0,0,1,3,0,0
2661,4061,1,1,0,0,0,0
2662,4062,0,0,0,0,1,0
2663,4063,0,0,0,4,1,1
2664,4064,1,0,0,2,1,0
2665,4065,0,2,0,3,1,1
2666,4067,0,0,0,3,0,1
2667,4068,1,1,0,0,0,0
2668,4069,0,2,0,3,1,1
2669,4070,,0,1,2,0,0
2670,4072,0,0,1,0,1,0
2671,4073,0,0,0,0,0,0
2672,4075,0,0,1,13,1,0
2675,4080,0,2,1,,1,0
2676,4081,0,0,0,1,1,0
2677,4082,0,2,0,0,1,1
2679,4084,0,0,1,10,1,0
2680,4085,0,1,0,1,1,0
2682,4087,1,0,1,6,0,0
2686,4100,0,2,0,3,0,1
2687,4101,0,0,1,8,0,1
2688,4102,0,2,1,2,1,0
2690,4105,0,0,0,7,1,1
2691,4106,,0,0,6,1,1
2692,4108,0,0,1,25,1,1
2693,4111,0,1,1,9,0,0
2694,4112,0,2,1,1,1,0
2696,4117,1,1,0,1,0,0
2697,4118,0,0,0,6,1,1
2698,4119,0,1,0,7,1,1
2699,4120,0,0,0,2,0,0
2701,4122,1,0,0,0,1,0
2702,4123,0,1,0,1,1,0
2704,4126,,0,1,0,1,1
2705,4127,1,2,1,0,0,1
2706,4128,0,2,1,0,0,1
2707,4130,,1,0,0,1,0
2709,4135,0,0,1,5,1,1
2710,4136,0,0,1,0,1,0
2711,4137,0,2,0,3,0,1
2712,4139,0,0,1,14,0,1
2713,4140,1,0,0,1,0,0
2714,4141,0,0,1,5,1,0
2715,4143,0,1,1,0,1,0
2716,4144,0,2,1,0,1,0
2717,4145,0,2,1,3,1,1
2718,4146,,2,1,1,1,1
2722,4157,0,2,1,0,1,1
2724,4159,0,0,0,1,1,1
2725,4160,1,0,0,1,0,1
2726,4161,0,1,1,0,0,1
2728,4163,1,0,0,0,0,1
2729,4164,1,0,0,4,1,0
2730,4165,0,2,1,0,1,0
2731,4168,0,1,0,10,1,0
2732,4169,0,0,0,2,0,0
2733,4170,0,0,0,7,1,1
2736,4178,0,0,0,0,1,0
2737,4179,0,2,1,0,1,1
2739,4181,0,0,1,26,1,1
2740,4182,0,0,0,0,1,0
2741,4183,0,1,0,0,1,0
2742,4184,0,0,0,19,1,1
2744,4186,0,1,0,0,1,0
2745,4187,1,0,0,1,1,1
2746,4189,0,0,1,9,0,1
2748,4191,1,0,0,2,1,0
2751,4194,0,0,1,7,1,0
2753,4196,1,0,1,0,1,0
2754,4198,0,0,1,22,1,1
2755,4199,0,2,0,2,1,0
2756,4202,0,0,1,8,0,1
2757,4203,0,0,0,2,1,0
2759,4205,1,0,0,0,1,1
2760,4207,0,0,1,10,1,1
2763,4217,0,0,0,2,1,1
2764,4219,0,0,1,,1,0
2766,4223,1,0,1,9,1,1
2768,4226,0,0,0,3,1,1
2770,4228,0,0,0,4,1,1
2771,4229,0,2,0,2,1,1
2775,4235,0,1,1,9,1,1
2776,4236,0,0,1,7,1,1
2777,4238,0,0,1,1,1,1
2780,4244,0,0,0,3,0,1
2785,4252,0,1,0,2,0,0
2786,4254,0,1,1,,0,0
2787,4255,0,0,0,,1,0
2788,4256,0,0,1,0,1,1
2790,4258,0,0,0,0,0,0
2791,4260,,0,1,5,0,0
2796,4270,0,2,1,0,1,0
2798,4275,,1,0,1,1,0
2805,4288,0,1,0,2,1,0
2806,4290,0,0,1,1,0,0
2810,4297,0,2,0,0,1,1
2812,4299,1,1,0,14,1,0
2813,4300,0,1,0,1,1,0
2814,4301,0,0,1,2,1,0
2815,4303,0,0,1,5,1,0
2817,4306,0,2,1,3,1,1
2819,4310,,2,0,1,1,1
2821,4314,0,0,1,14,0,1
2823,4316,0,1,1,7,1,1
2824,4317,0,0,1,1,0,0
2825,4319,0,1,0,2,1,0
2826,4320,0,0,1,22,1,0
2829,4324,0,2,0,0,1,0
2830,4328,0,2,1,0,1,1
2831,4329,0,0,1,4,0,0
2832,4330,0,0,1,1,0,1
2833,4331,0,1,1,24,0,1
2834,4332,0,1,0,12,1,1
2836,4335,0,0,1,0,1,0
2837,4336,0,2,1,1,1,0
2838,4337,,0,0,0,1,0
2839,4338,0,1,1,5,1,0
2841,4340,,0,1,2,1,1
2843,4342,0,2,1,2,1,1
2844,4346,0,1,0,1,1,1
2845,4348,0,2,1,0,1,1
2846,4353,,0,0,5,0,1
2847,4356,0,2,0,0,1,0
2850,4360,,1,0,0,0,0
2852,4365,0,0,0,1,1,0
2853,4367,1,0,1,3,0,1
2855,4370,0,0,1,2,1,0
2856,4371,0,1,0,0,0,0
2858,4375,0,0,0,1,0,1
2860,4377,0,2,1,3,1,1
2861,4378,0,0,0,9,0,1
2862,4381,,1,0,1,0,0
2864,4384,0,2,1,1,1,1
2865,4385,0,0,1,3,0,1
2866,4387,0,0,1,,1,1
2867,4388,0,0,0,1,1,1
2868,4389,0,0,0,,1,0
2869,4390,0,1,0,0,1,0
2871,4393,0,2,1,0,1,1
2872,4394,0,2,1,0,0,0
2873,4396,0,1,0,18,0,1
2874,4397,0,0,1,2,1,1
2876,4400,0,1,0,0,0,0
2879,4403,0,0,1,6,1,0
2880,4404,1,0,1,0,1,1
2882,4407,0,1,0,0,0,1
2883,4408,0,0,1,3,1,0
2884,4409,0,0,0,11,1,1
2885,4411,,1,0,1,1,0
2886,4414,0,0,0,0,0,0
2887,4415,,1,1,1,0,1
2888,4416,0,1,0,3,1,0
2889,4418,0,1,0,3,1,0
2890,4419,1,2,0,0,1,0
2894,4426,1,0,0,0,0,0
2895,4428,0,0,1,1,0,0
2897,4431,0,1,0,1,0,1
2898,4432,0,2,0,0,0,0
2900,4434,0,0,0,9,0,1
2902,4436,,2,1,4,1,1
2903,4437,0,1,0,1,0,0
2904,4438,1,1,0,0,0,0
2905,4439,1,2,0,2,0,0
2906,4440,0,0,1,1,0,1
2907,4441,1,1,0,1,0,0
2908,4442,0,2,0,,1,0
2909,4443,1,0,0,0,1,0
2910,4444,1,0,0,2,1,0
2911,4445,1,2,1,,1,0
2912,4447,0,2,1,2,1,1
2915,4451,0,1,0,1,0,0
2917,4453,0,0,1,,1,1
2919,4457,0,0,1,5,1,1
2920,4459,0,2,1,1,1,0
2921,4461,0,1,0,,1,0
2922,4462,,0,1,1,1,0
2923,4463,1,1,0,7,1,1
2924,4464,,0,1,3,0,0
2925,4466,1,0,1,1,1,1
2927,4469,0,1,0,0,0,0
2928,4471,0,0,0,0,1,0
2930,4475,0,0,1,0,0,0
2931,4476,0,1,1,19,1,1
2932,4478,0,1,1,24,1,0
2933,4479,0,0,1,,0,0
2934,4480,0,0,0,9,1,1
2935,4481,0,1,1,15,1,0
2937,4485,0,2,1,3,1,1
2938,4486,0,2,0,2,1,1
2940,4491,0,0,1,1,1,1
2941,4492,,2,1,0,1,0
2942,4493,0,0,1,9,1,0
2944,4495,0,2,1,1,1,0
2946,4498,0,0,0,10,1,1
2947,4500,0,0,1,5,1,0
2948,4501,1,2,1,1,1,1
2949,4502,0,1,0,1,0,0
2950,4503,0,0,1,1,0,1
2951,4504,0,2,1,2,1,1
2952,4505,0,2,0,0,1,0
2953,4506,0,0,1,8,1,0
2954,4508,1,0,1,3,1,0
2955,4509,0,2,1,,1,1
2956,4510,0,1,0,2,0,0
2961,4516,0,1,0,1,0,1
2962,4517,1,2,1,0,1,0
2963,4518,0,2,1,5,1,1
2965,4521,1,0,0,0,1,0
2966,4524,0,2,0,0,1,0
2968,4526,0,0,0,5,1,1
2971,4533,,2,0,3,1,1
2973,4536,1,0,0,,1,0
2975,4541,0,0,0,3,1,0
2976,4544,0,0,1,2,0,1
2977,4546,0,0,1,0,1,1
2978,4550,0,0,1,24,0,1
2981,4554,0,0,1,,1,0
2983,4557,0,0,0,3,1,0
2984,4558,0,0,0,0,1,0
2985,4559,0,0,1,2,0,1
2987,4562,0,0,1,9,0,0
2990,4566,1,0,1,1,0,0
2991,4567,1,1,1,0,0,0
2992,4568,0,2,0,0,1,1
2993,4569,0,0,0,5,0,0
2994,4574,0,0,0,9,1,1
2995,4576,,0,0,1,1,0
2996,4579,0,1,1,0,1,1
2997,4580,0,0,1,5,1,1
2998,4581,,1,1,10,1,0
2999,4582,1,1,1,7,0,0
3000,4584,0,1,0,3,0,0
3002,4587,0,0,0,0,0,1
3003,4588,0,2,1,2,1,1
3005,4591,0,0,0,9,1,0
3006,4592,0,2,1,,0,1
3008,4595,0,0,1,5,1,1
3009,4596,0,1,1,,0,1
3010,4598,0,0,1,5,1,0
3011,4599,0,1,1,13,1,1
3012,4603,0,0,1,2,1,0
3015,4608,0,2,1,1,1,1
3016,4609,0,1,0,0,0,0
3017,4610,0,0,1,7,1,1
3018,4611,0,0,1,0,0,0
3019,4612,0,0,0,4,1,1
3020,4613,1,0,1,2,1,0
3023,4617,0,0,0,,0,1
3024,4618,0,2,1,2,1,0
3025,4620,0,0,0,0,1,0
3027,4624,0,0,1,2,1,1
3028,4625,0,0,0,,1,0
3029,4626,1,2,0,1,1,0
3030,4627,0,1,0,0,0,1
3031,4628,0,0,0,1,1,0
3032,4629,0,1,0,0,0,1
3033,4631,0,0,1,7,1,1
3034,4634,,0,0,0,0,1
3035,4636,1,2,1,1,1,1
3036,4637,0,0,1,2,1,1
3038,4640,0,0,1,10,1,1
3039,4641,1,0,0,1,0,0
3040,4643,0,0,1,12,0,1
3042,4647,0,2,0,1,0,0
3043,4648,0,0,0,1,1,0
3046,4652,0,2,1,1,1,1
3047,4655,0,0,0,10,0,0
3048,4657,0,0,0,2,0,1
3050,4659,0,1,0,0,0,0
3051,4660,0,2,1,0,1,0
3052,4661,0,0,1,8,0,0
3053,4662,1,0,0,0,1,0
3054,4663,0,1,0,5,1,1
3055,4665,1,2,1,0,0,0
3056,4667,0,0,1,,1,1
3057,4668,1,1,0,1,1,0
3058,4670,1,0,0,0,0,0
3060,4672,0,1,0,20,1,1
3061,4673,0,0,1,1,0,0
3062,4674,0,2,1,0,0,1
3065,4678,0,1,1,,1,0
3066,4679,0,0,0,0,0,0
3068,4681,0,2,1,1,1,1
3069,4682,,0,0,1,0,0
3071,4684,0,0,0,0,0,1
3072,4685,0,0,1,9,0,1
3073,4686,,1,1,0,0,0
3074,4688,0,0,1,1,0,0
3075,4692,0,1,0,0,0,0
3076,4694,0,0,0,2,0,0
3079,4697,0,2,1,0,0,0
3080,4698,0,1,1,10,1,0
3081,4699,0,2,1,1,1,1
3082,4701,0,0,0,17,1,0
3084,4704,0,0,0,,1,1
3085,4705,0,1,1,3,0,1
3086,4706,1,1,0,0,1,1
3089,4710,1,0,0,9,1,1
3090,4711,1,0,1,1,1,0
3091,4712,0,1,1,6,1,0
3092,4715,0,0,1,12,1,1
3093,4718,0,0,0,1,1,0
3094,4719,0,0,0,0,0,0
3095,4720,1,0,0,3,1,0
3097,4722,0,0,0,,0,0
3098,4724,1,1,1,1,0,1
3099,4725,1,1,1,10,1,0
3101,4730,0,2,0,,1,1
3102,4731,0,2,1,0,1,1
3103,4732,0,2,1,0,1,0
3104,4735,0,2,1,0,1,0
3105,4737,0,1,1,3,1,0
3106,4739,0,0,1,21,1,1
3108,4747,0,0,1,12,1,0
3109,4748,1,0,1,0,0,0
3110,4749,0,1,0,1,1,0
3111,4750,0,0,0,4,1,0
3113,4754,0,1,1,1,1,0
3114,4755,0,0,1,33,1,1
3115,4757,0,0,1,1,1,1
3116,4760,0,1,0,11,1,1
3118,4763,0,2,0,1,1,0
3120,4765,0,1,0,3,1,0
3121,4766,0,0,0,,1,1
3122,4767,0,0,0,3,1,0
3123,4769,,0,0,1,1,0
3124,4772,0,2,1,0,1,0
3125,4773,,2,1,1,1,0
3126,4774,0,1,0,,0,0
3127,4775,0,0,0,3,1,1
3128,4776,0,0,1,3,1,1
3129,4778,0,1,0,0,1,1
3130,4780,,2,0,2,1,0
3131,4783,0,0,0,1,1,1
3132,4784,0,0,1,15,1,0
3133,4787,0,0,1,0,1,0
3136,4793,0,0,0,6,0,1
3137,4794,0,0,1,9,1,1
3140,4797,0,0,0,9,1,0
3141,4800,1,0,1,10,1,1
3143,4802,0,1,0,7,1,0
3145,4805,0,0,1,0,1,1
3147,4809,1,0,0,8,1,1
3148,4811,0,1,0,3,1,0
3149,4812,1,2,0,0,0,0
3151,4817,0,0,1,2,0,1
3152,4818,0,0,0,2,0,1
3153,4820,0,1,1,13,1,1
3155,4824,,0,1,6,0,0
3156,4825,0,2,1,,0,1
3158,4827,1,1,1,1,1,0
3159,4828,0,0,0,2,1,0
3160,4831,0,0,0,10,0,0
3161,4833,0,0,0,2,1,0
3162,4834,1,0,1,3,1,0
3163,4835,0,0,1,1,1,0
3164,4837,0,0,0,2,0,0
3167,4841,0,1,0,0,0,0
3171,4847,0,1,0,3,0,1
3172,4848,0,0,1,1,0,0
3173,4851,0,0,1,3,1,1
3174,4853,,1,0,1,0,1
3175,4857,1,0,1,0,1,1
3176,4860,1,2,1,0,0,0
3179,4864,,0,1,4,1,0
3181,4866,0,0,1,14,1,1
3182,4870,0,2,0,1,0,0
3183,4871,0,1,0,,1,1
3184,4872,1,0,1,3,1,0
3185,4873,1,0,1,4,1,1
3187,4877,0,2,0,2,1,1
3189,4881,,0,1,0,1,0
3190,4884,0,0,0,0,0,0
3191,4885,,0,1,3,1,0
3192,4886,0,0,1,1,1,1
3193,4887,0,0,0,6,1,1
3194,4888,0,1,1,3,1,0
3196,4891,1,0,0,1,1,0
3197,4893,0,0,1,,1,0
3199,4897,0,0,0,9,1,1
3203,4906,0,2,1,9,0,1
3204,4907,,0,1,16,1,1
3206,4910,,2,0,0,0,1
3214,4925,0,1,0,0,1,0
3216,4927,,0,1,4,1,1
3218,4929,0,1,1,1,0,0
3219,4931,0,1,0,0,1,1
3220,4932,0,1,1,3,1,1
3222,4934,0,0,0,,0,0
3223,4935,0,0,1,,1,0
3224,4936,1,0,1,3,1,1
3226,4938,0,0,1,1,1,0
3227,4939,0,2,1,1,1,1
3230,4943,0,1,1,9,1,1
3232,4945,1,0,0,2,1,1
3234,4948,0,0,0,1,1,0
3235,4949,0,1,0,4,1,0
3236,4950,0,2,1,0,1,0
3239,4953,0,0,1,4,1,1
3241,4956,0,0,1,5,1,0
3242,4958,0,2,0,0,0,1
3244,4960,1,0,0,1,0,1
3247,4964,0,0,1,3,1,1
3249,4967,0,0,1,10,1,1
3250,4968,0,1,1,1,1,0
3251,4969,0,2,1,1,0,0
3252,4970,0,0,1,1,1,0
3253,4971,0,2,1,2,1,1
3256,4977,0,0,0,17,1,1
3257,4978,0,0,1,1,1,0
3259,4980,0,0,0,1,0,0
3260,4982,,0,0,2,0,0
3261,4983,0,0,0,10,1,1
3262,4990,0,2,0,4,0,1
3266,4994,0,0,0,1,1,1
3267,4996,0,0,0,1,1,0
3268,4998,0,0,0,1,1,0
3269,4999,0,0,1,2,1,1
3270,5001,0,2,1,0,0,1
3271,5003,0,0,1,4,1,1
3274,5009,1,0,0,0,0,0
3275,5010,,0,1,19,1,1
3276,5012,0,0,0,0,0,0
3277,5014,0,0,1,6,1,1
3278,5015,0,0,0,0,0,1
3279,5017,1,0,0,2,1,1
3280,5019,0,0,1,8,1,1
3281,5020,0,0,1,0,1,0
3283,5023,0,2,0,,0,1
3284,5025,1,0,1,6,0,1
3286,5033,0,0,1,0,1,0
3287,5035,0,0,0,4,1,0
3288,5037,1,2,0,2,1,0
3289,5042,0,1,1,13,0,1
3290,5043,,2,0,0,1,1
3291,5045,1,0,0,5,1,0
3292,5046,1,2,1,0,1,0
3293,5047,0,0,1,3,1,0
3295,5049,1,0,0,0,0,0
3296,5050,0,2,1,0,0,0
3297,5051,0,0,0,3,1,0
3298,5052,0,0,0,0,1,0
3299,5053,0,2,1,1,1,1
3300,5054,0,2,1,0,0,0
3305,5062,1,0,0,7,1,1
3306,5063,1,2,1,1,0,1
3307,5064,,0,0,2,1,1
3308,5065,0,0,0,,0,0
3311,5068,0,0,0,0,1,0
3312,5069,,2,1,2,0,1
3313,5071,0,0,1,1,1,0
3314,5073,,1,1,12,1,0
3315,5074,0,0,1,1,0,1
3316,5075,0,0,1,24,0,1
3318,5079,0,0,0,3,0,0
3320,5084,1,0,1,0,0,0
3321,5086,0,1,0,0,1,0
3322,5088,1,0,0,1,0,1
3324,5096,1,0,1,0,0,0
3325,5098,0,0,1,7,1,1
3327,5100,1,0,0,2,1,1
3328,5101,0,0,1,5,0,1
3330,5106,0,0,0,6,0,1
3332,5108,0,1,0,0,0,0
3333,5111,0,0,1,,1,0
3334,5112,0,0,1,5,1,1
3335,5113,0,2,1,0,1,1
3336,5114,0,1,0,26,1,1
3337,5116,0,0,1,10,1,1
3338,5117,,2,1,2,1,1
3340,5119,0,0,1,10,1,1
3342,5121,0,0,1,0,0,0
3343,5122,0,2,1,7,1,1
3345,5126,0,0,1,7,1,0
3346,5127,1,0,0,0,0,0
3350,5132,0,0,1,2,0,0
3351,5133,0,0,1,1,0,1
3352,5134,0,0,0,18,1,1
3354,5137,1,0,1,3,1,1
3355,5138,,2,0,0,1,1
3357,5141,0,1,1,6,0,1
3359,5143,1,2,0,1,0,0
3360,5145,0,0,1,2,1,1
3362,5148,0,0,0,0,0,1
3363,5149,0,0,1,5,1,1
3365,5151,1,1,0,2,1,0
3366,5152,0,0,1,1,1,1
3367,5153,0,0,1,23,1,1
3368,5154,0,0,1,25,0,1
3370,5158,0,1,1,1,0,0
3371,5160,0,0,1,11,1,0
3372,5161,1,0,1,2,1,0
3373,5162,1,0,0,0,1,0
3375,5166,0,0,0,9,1,0
3376,5167,0,0,0,8,0,0
3379,5171,0,0,0,0,1,0
3380,5172,0,0,1,7,1,0
3381,5173,1,0,1,0,0,1
3382,5174,0,0,1,1,1,0
3383,5176,0,0,1,3,0,0
3388,5181,0,1,0,,1,0
3389,5182,0,1,0,1,1,0
3390,5183,0,2,1,1,0,0
3391,5184,0,0,1,0,1,0
3393,5187,0,1,0,13,1,0
3394,5188,0,0,1,9,1,1
3395,5189,1,0,0,1,1,0
3399,5193,,0,1,,1,1
3402,5197,0,1,1,0,0,1
3403,5198,0,0,0,0,1,0
3404,5201,0,2,1,2,1,1
3405,5203,0,2,1,1,1,1
3406,5204,1,0,1,10,1,0
3407,5205,0,2,0,,1,0
3408,5207,1,0,0,2,1,1
3409,5208,0,0,1,0,0,1
3410,5209,0,0,0,0,1,0
3413,5215,0,0,0,0,1,0
3416,5218,0,1,0,2,1,0
3417,5219,1,1,0,10,1,1
3419,5223,1,2,1,1,1,1
3420,5224,0,0,1,0,1,1
3421,5225,,2,1,1,1,1
3422,5226,0,0,1,27,1,0
3423,5227,0,1,1,,1,0
3425,5232,0,2,0,2,1,1
3427,5243,0,2,1,0,1,1
3428,5244,0,0,0,2,1,0
3429,5246,1,1,0,0,0,0
3431,5248,0,0,1,4,0,0
3433,5251,,2,0,1,1,0
3435,5253,0,0,0,3,1,1
3436,5255,1,0,1,1,1,0
3437,5258,,1,0,3,0,0
3440,5261,0,0,0,,0,1
3441,5262,,1,0,2,1,0
3442,5263,0,2,1,3,1,1
3445,5266,0,1,0,2,1,0
3447,5271,1,0,0,0,1,1
3448,5272,0,0,0,0,1,0
3449,5274,,2,1,0,0,1
3451,5276,0,1,0,1,1,0
3452,5278,0,2,0,0,1,1
3454,5280,0,0,0,3,1,1
3456,5282,0,0,0,,1,1
3458,5288,0,1,0,1,1,1
3460,5290,0,1,0,0,0,0
3461,5293,1,0,1,11,1,0
3463,5295,0,0,1,1,1,1
3464,5297,1,0,1,15,0,1
3465,5298,0,0,0,9,0,0
3467,5307,0,0,1,4,1,0
3469,5309,1,0,0,0,0,0
3470,5312,0,0,0,5,1,1
3471,5313,0,0,0,0,0,1
3472,5314,0,0,1,4,1,0
3474,5316,0,0,1,1,0,1
3476,5321,1,2,0,2,0,1
3477,5322,0,1,0,0,1,0
3478,5323,0,0,1,4,1,0
3479,5324,0,1,0,1,1,1
3480,5326,0,0,0,3,0,1
3481,5327,0,0,0,1,1,1
3483,5331,0,0,1,0,0,0
3484,5332,0,0,0,5,1,0
3486,5334,0,0,1,8,0,0
3487,5335,0,1,0,7,1,0
3488,5337,0,1,1,,0,1
3489,5339,0,1,0,7,1,1
3490,5341,0,0,0,,1,1
3491,5342,0,1,0,3,0,0
3492,5344,0,0,0,0,1,0
3493,5346,0,0,1,27,0,0
3494,5347,0,0,1,5,1,0
3495,5348,1,0,1,0,0,1
3496,5349,0,2,0,0,1,1
3497,5350,1,0,0,2,1,1
3498,5351,0,2,0,0,0,0
3500,5354,0,2,1,1,0,1
3502,5358,0,0,1,0,0,1
3503,5360,,1,0,8,1,0
3504,5363,,0,1,,0,0
3505,5364,1,0,0,0,0,0
3506,5365,0,1,0,0,1,0
3507,5366,0,1,0,16,1,1
3508,5367,0,0,1,3,1,1
3509,5369,0,1,1,0,0,0
3510,5370,0,2,1,1,0,0
3511,5371,1,0,0,3,1,1
3515,5377,0,1,1,3,1,0
3518,5381,0,0,1,4,0,0
3521,5386,1,0,0,1,1,0
3522,5387,0,0,1,0,0,1
3523,5388,0,0,0,7,1,1
3525,5390,0,2,1,0,1,1
3526,5391,1,0,0,3,1,0
3528,5394,0,1,0,3,1,0
3529,5395,0,0,1,2,1,1
3531,5399,0,1,0,0,1,0
3533,5402,1,2,1,2,1,1
3535,5404,1,0,1,2,0,0
3539,5411,0,2,1,1,1,1
3540,5412,0,0,0,8,1,1
